poi_id,osm_id,name,lat,lon,amenity,tourism,railway,public_transport,aeroway,shop,leisure,office,building,addr_street,addr_housenumber,addr_city,all_tags_json
1,,Rosslyn,38.8967784,-77.0724777,,,,,,,,,,,,,"{""ele"": ""26"", ""gnis:feature_id"": ""1499990"", ""import_uuid"": ""bb7269ee-502a-5391-8056-e3ce0e66489c"", ""name"": ""Rosslyn"", ""place"": ""suburb"", ""wikidata"": ""Q7369880"", ""wikipedia"": ""en:Rosslyn, Virginia""}"
2,,Sunoco,38.8964189,-77.0726392,fuel,,,,,,,,,Fort Myer Drive,1830,Arlington,"{""addr:city"": ""Arlington"", ""addr:country"": ""US"", ""addr:housenumber"": ""1830"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Fort Myer Drive"", ""amenity"": ""fuel"", ""brand"": ""Sunoco"", ""brand:wikidata"": ""Q1423218"", ""check_date"": ""2024-09-27"", ""level"": ""0"", ""name"": ""Sunoco"", ""official_name"": ""Sunoco #0794835900"", ""opening_hours"": ""Tu 06:00-23:59"", ""phone"": ""+1 301-972-4116"", ""ref"": ""0794835900"", ""website"": ""https://www.sunoco.com/locations/store/1830-fort-myer-dr-arlington-va-0794835900""}"
3,,,38.8954753,-77.0665191,bicycle_parking,,,,,,,,,,,,"{""amenity"": ""bicycle_parking"", ""covered"": ""no""}"
4,,,38.896589,-77.0649924,,information,,,,,,,,,,,"{""board_type"": ""history"", ""check_date"": ""2022-03-05"", ""information"": ""board"", ""tourism"": ""information""}"
5,,115,38.8899817,-77.0695131,,,,,,,,,,,,,"{""ele"": ""32.329834"", ""man_made"": ""survey_point"", ""name"": ""115"", ""wpt_description"": ""20-SEP-09 6:45:11PM""}"
6,,083,38.8881827,-77.0694526,,,,,,,,,,,,,"{""ele"": ""33.771729"", ""name"": ""083"", ""wpt_description"": ""20-SEP-09 3:45:57PM""}"
7,,080,38.8881827,-77.0695384,,,,,,,,,,,,,"{""ele"": ""28.724976"", ""name"": ""080"", ""wpt_description"": ""20-SEP-09 3:42:59PM""}"
8,,Sphinx,38.8882644,-77.0692975,,artwork,,,,,,,,,,,"{""artwork_type"": ""sculpture"", ""name"": ""Sphinx"", ""tourism"": ""artwork""}"
9,,Sphinx,38.8881508,-77.0692969,,artwork,,,,,,,,,,,"{""artwork_type"": ""sculpture"", ""name"": ""Sphinx"", ""tourism"": ""artwork""}"
10,,,38.8898007,-77.0705772,drinking_water,,,,,,,,,,,,"{""amenity"": ""drinking_water"", ""drinking_water:seasonal"": ""yes"", ""ele"": ""35.69""}"
11,,,38.891117,-77.0705184,drinking_water,,,,,,,,,,,,"{""amenity"": ""drinking_water"", ""drinking_water:seasonal"": ""yes"", ""ele"": ""35.93"", ""fountain"": ""bubbler""}"
12,,,38.891509,-77.0702628,,,ventilation_shaft,,,,,,,,,,"{""railway"": ""ventilation_shaft""}"
13,,Wright Gate,38.8876483,-77.0719649,,,,,,,,,,,,,"{""barrier"": ""gate"", ""name"": ""Wright Gate"", ""opening_hours"": ""Mo-Su 05:00-23:00"", ""website"": ""https://home.army.mil/jbmhh/my-fort/all-services/access-gate-info""}"
14,,,38.8861819,-77.069277,waste_disposal,,,,,,,,,,,,"{""amenity"": ""waste_disposal"", ""ele"": ""14.79""}"
15,,,38.8854937,-77.0701267,waste_disposal,,,,,,,,,,,,"{""amenity"": ""waste_disposal"", ""ele"": ""14.79""}"
16,,,38.8871373,-77.0668394,waste_disposal,,,,,,,,,,,,"{""amenity"": ""waste_disposal"", ""ele"": ""15.99""}"
17,,,38.8871573,-77.066848,drinking_water,,,,,,,,,,,,"{""amenity"": ""drinking_water"", ""ele"": ""15.75"", ""wpt_description"": ""29-SEP-09 3:56:41PM""}"
18,,009,38.8879039,-77.066951,,,,,,,,,,,,,"{""ele"": ""17.4296"", ""leaf_type"": ""broadleaved"", ""name"": ""009"", ""natural"": ""tree""}"
19,,Rosslyn Metro Bay C,38.8958861,-77.0716196,,,,platform,,,,,,,,,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""local_ref"": ""C"", ""name"": ""Rosslyn Metro Bay C"", ""network"": ""WMATA Metrobus"", ""network:wikidata"": ""Q6824810"", ""operator"": ""Washington Metropolitan Area Transit Authority"", ""operator:short"": ""WMATA"", ""operator:wikidata"": ""Q7972051"", ""public_transport"": ""platform"", ""ref:wmata"": ""6001346""}"
20,,,38.8971295,-77.0696351,parking,,,,,,,,,,,,"{""amenity"": ""parking""}"
21,,Mele Bistro,38.8942247,-77.0788799,restaurant,,,,,,,,,Wilson Boulevard,1723,,"{""addr:housenumber"": ""1723"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""name"": ""Mele Bistro"", ""opening_hours"": ""Mo-Su 16:30-22:00"", ""phone"": ""+1 703-522-5222"", ""website"": ""https://www.melebistro.com/""}"
22,,Eclairons,38.894064,-77.079181,cafe,,,,,,,,,Wilson Boulevard,1737,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1737"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""cafe"", ""name"": ""Eclairons"", ""opening_hours"": ""Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 08:00-20:00; Su 08:00-19:00"", ""phone"": ""+1-571-527-0596"", ""website"": ""https://www.eclairons.com/""}"
23,,Pho 75,38.8942539,-77.0787995,restaurant,,,,,,,,,Wilson Boulevard,1721,,"{""addr:housenumber"": ""1721"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""restaurant"", ""cuisine"": ""vietnamese"", ""delivery"": ""no"", ""description"": ""authentic Vietnamese beef noodle soup"", ""name"": ""Pho 75"", ""opening_hours"": ""Mo-Su 09:00-20:00"", ""phone"": ""+1 703-525-7355"", ""takeaway"": ""yes""}"
24,,,38.8949592,-77.0746008,parking,,,,,,,,,,,,"{""amenity"": ""parking""}"
25,,Rosslyn Spectrum,38.8950706,-77.0691333,theatre,,,,,,,,,,,,"{""amenity"": ""theatre"", ""name"": ""Rosslyn Spectrum"", ""wikidata"": ""Q43301267""}"
26,,,38.8947272,-77.0698466,parking,,,,,,,,,,,,"{""amenity"": ""parking""}"
27,,For Five Coffee Roasters,38.8960729,-77.0705613,cafe,,,,,,,,,North Lynn Street,1735,,"{""addr:housenumber"": ""1735"", ""addr:postcode"": ""22209"", ""addr:street"": ""North Lynn Street"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop"", ""name"": ""For Five Coffee Roasters"", ""opening_hours"": ""Mo-Su 07:00-19:00"", ""takeaway"": ""yes"", ""website"": ""https://www.forfivecoffee.com/location/for-five-coffee-rosslyn/""}"
28,,Wells Fargo,38.8945903,-77.0724548,bank,,,,,,,,,,,,"{""amenity"": ""bank"", ""atm"": ""yes"", ""brand"": ""Wells Fargo"", ""brand:wikidata"": ""Q744149"", ""name"": ""Wells Fargo""}"
29,,Manhattan Cafe & Catering,38.893692,-77.071404,cafe,,,,,,,,,Fort Myer Drive,1655,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1655"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Fort Myer Drive"", ""amenity"": ""cafe"", ""name"": ""Manhattan Cafe & Catering"", ""phone"": ""+1-703-527-0047""}"
30,,,38.8935541,-77.071592,,artwork,,,,,,,,,,,"{""artwork_type"": ""sculpture"", ""tourism"": ""artwork""}"
31,,,38.8934554,-77.0714692,,artwork,,,,,,,,,,,"{""artwork_type"": ""sculpture"", ""tourism"": ""artwork""}"
32,,,38.8934611,-77.0714135,,artwork,,,,,,,,,,,"{""artwork_type"": ""sculpture"", ""tourism"": ""artwork""}"
33,,Propark America,38.8952264,-77.0729968,parking,,,,,,,,,,,,"{""amenity"": ""parking"", ""description"": ""1st hour -$6 2nd hour -$11 Each extra hour -$2 Max rate - $23 per 24 hour"", ""name"": ""Propark America"", ""website"": ""http://propark.com""}"
34,,Coffee Express,38.8946085,-77.07258,cafe,,,,,,,,,,,,"{""amenity"": ""cafe"", ""name"": ""Coffee Express""}"
35,,Rhodeside Green Park,38.892595,-77.0795802,,information,,,,,,,,,,,"{""board_type"": ""welcome_sign"", ""information"": ""board"", ""name"": ""Rhodeside Green Park"", ""sign"": ""Park Name"", ""tourism"": ""information""}"
36,,"The Family: David, Haggit, and Adoniyya",38.8937809,-77.0729926,,artwork,,,,,,,,,,,"{""artist_name"": ""Boaz Vaadia"", ""artwork_title"": ""The Family: David, Haggit, and Adonayya"", ""artwork_type"": ""sculpture"", ""material"": ""stone"", ""name"": ""The Family: David, Haggit, and Adoniyya"", ""tourism"": ""artwork""}"
37,,,38.8941639,-77.069626,bicycle_parking,,,,,,,,,,,,"{""amenity"": ""bicycle_parking""}"
38,,,38.8937645,-77.0787185,,artwork,,,,,,,,,,,"{""artist_name"": ""John Dreyfuss"", ""artwork_title"": ""Helix"", ""tourism"": ""artwork""}"
39,,,38.8930886,-77.0715834,,artwork,,,,,,,,,,,"{""artwork_type"": ""sculpture"", ""tourism"": ""artwork""}"
40,,,38.8985812,-77.0732971,bicycle_parking,,,,,,,,,,,,"{""amenity"": ""bicycle_parking""}"
41,,,38.8989791,-77.073426,bicycle_parking,,,,,,,,,,,,"{""amenity"": ""bicycle_parking""}"
42,,,38.8988593,-77.0734067,bicycle_parking,,,,,,,,,,,,"{""amenity"": ""bicycle_parking""}"
43,,PNC Bank,38.8965291,-77.0705998,bank,,,,,,,,,North Lynn Street,1801,,"{""addr:housenumber"": ""1801"", ""addr:state"": ""VA"", ""addr:street"": ""North Lynn Street"", ""amenity"": ""bank"", ""atm"": ""yes"", ""brand"": ""PNC Bank"", ""brand:wikidata"": ""Q38928"", ""name"": ""PNC Bank""}"
44,,,38.8959447,-77.0705565,,,,,,vacant,,,,North Lynn Street,1735,,"{""addr:housenumber"": ""1735"", ""addr:state"": ""VA"", ""addr:street"": ""North Lynn Street"", ""shop"": ""vacant""}"
45,,International Place,38.8961821,-77.0705661,parking,,,,,,,,,,,,"{""amenity"": ""parking"", ""name"": ""International Place""}"
46,,News & Necessities,38.8956044,-77.0705784,,,,,,newsagent,,,,,,,"{""name"": ""News & Necessities"", ""shop"": ""newsagent""}"
47,,Chipotle,38.8953405,-77.0705227,fast_food,,,,,,,,,North Lynn Street,1735,Rosslyn,"{""addr:city"": ""Rosslyn"", ""addr:country"": ""US"", ""addr:housenumber"": ""1735"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North Lynn Street"", ""amenity"": ""fast_food"", ""brand"": ""Chipotle"", ""brand:wikidata"": ""Q465751"", ""check_date"": ""2023-06-15"", ""cuisine"": ""mexican"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""name"": ""Chipotle"", ""official_name"": ""Chipotle Mexican Grill"", ""opening_hours"": ""10:00-22:00"", ""phone"": ""+1 703-294-6669"", ""ref"": ""va_rosslyn_1735-n-lynn-st"", ""takeaway"": ""yes"", ""website"": ""https://locations.chipotle.com/va/rosslyn/1735-n-lynn-st""}"
48,,,38.8961466,-77.0713864,,,subway_entrance,,,,,,,,,,"{""highway"": ""elevator"", ""level"": ""-1;0"", ""level:ref"": ""T;*S"", ""operator"": ""WMATA"", ""railway"": ""subway_entrance"", ""wheelchair"": ""yes""}"
49,,The Commuter Store,38.8962086,-77.071765,,,,,,kiosk,,,,,,,"{""name"": ""The Commuter Store"", ""shop"": ""kiosk"", ""wheelchair"": ""yes""}"
50,,Freedom Park Viewpoint,38.8946103,-77.0694706,,viewpoint,,,,,,,,,,,"{""name"": ""Freedom Park Viewpoint"", ""tourism"": ""viewpoint""}"
51,,Miracles,38.8949097,-77.0740569,,,,,,hairdresser,,,,Wilson Boulevard,1501,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1501"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""name"": ""Miracles"", ""shop"": ""hairdresser"", ""website"": ""https://www.miraclesinthecity.com/""}"
52,,Clarendon Blvd at N Ode St,38.8936768,-77.0752026,,,,platform,,,,,,,,,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Clarendon Blvd at N Ode St"", ""network"": ""Arlington Transit;WMATA Metrobus"", ""network:short"": ""ART"", ""network:wikidata"": ""Q4792406;Q6824810"", ""not:network:wikidata"": ""Q4750893"", ""operator"": ""Washington Metropolitan Area Transit Authority"", ""operator:short"": ""WMATA"", ""operator:wikidata"": ""Q7972051"", ""public_transport"": ""platform"", ""ref"": ""6000688"", ""ref:art"": ""45010"", ""ref:wmata"": ""6000688"", ""website"": ""https://www.arlingtontransit.com/realtime/all/6000688""}"
53,,Rhodes & 14th,38.8900789,-77.0786725,,,,platform,,,,,,,,,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Rhodes & 14th"", ""public_transport"": ""platform"", ""source"": ""dcgis""}"
54,,River Place,38.8931638,-77.0710234,,,,platform,,,,,,,,,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""River Place"", ""network"": ""GUTS"", ""public_transport"": ""platform"", ""source"": ""dcgis""}"
55,,,38.8946592,-77.0708933,,,switch,,,,,,,,,,"{""railway"": ""switch"", ""ref"": ""3""}"
56,,Rosslyn,38.8959791,-77.0709087,,,station,station,,,,,,North Moore Street,1850,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1850"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North Moore Street"", ""dc-gis:addr"": ""1850 N. MOORE STREET, ARLINGTON, VA"", ""dc-gis:dataset"": ""MetroStnFullPt"", ""dc-gis:gis_id"": ""mstn_060"", ""dc-gis:pubdate"": ""2007-04-05"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""internet_access:ssid"": ""Metro-Public"", ""level"": ""-3;-2"", ""name"": ""Rosslyn"", ""network"": ""Washington Metro"", ""network:wikidata"": ""Q171221"", ""operator"": ""Washington Metropolitan Area Transit Authority"", ""operator:short"": ""WMATA"", ""operator:wikidata"": ""Q7972051"", ""public_transport"": ""station"", ""railway"": ""station"", ""railway:ref"": ""C05"", ""station"": ""subway"", ""subway"": ""yes"", ""website"": ""https://www.wmata.com/rider-guide/stations/rosslyn.cfm"", ""wheelchair"": ""yes"", ""wikidata"": ""Q7369892"", ""wikipedia"": ""en:Rosslyn station""}"
57,,Henderson Hall Main Gate,38.8685868,-77.0729289,,,,,,,,,,,,,"{""access"": ""private"", ""barrier"": ""gate"", ""description"": ""Access for DoD ID Card holders and AIE pass holders only"", ""name"": ""Henderson Hall Main Gate"", ""opening_hours"": ""Mo-Su 05:00-19:00"", ""ref"": ""1""}"
58,,Annex Gate,38.8691077,-77.0709393,,,,,,,,,,,,,"{""access"": ""private"", ""barrier"": ""gate"", ""name"": ""Annex Gate""}"
59,,Wilson Blvd at N Kent St,38.8946067,-77.0695228,,,,platform,,,,,,,,,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Wilson Blvd at N Kent St"", ""public_transport"": ""platform""}"
60,,N Nash St at Wilson Blvd,38.8956412,-77.0730729,,,,platform,,,,,,,,,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""N Nash St at Wilson Blvd"", ""network"": ""WMATA;ART"", ""operator"": ""WMATA;ART"", ""public_transport"": ""platform"", ""ref:wmata"": ""6000712"", ""website"": ""https://www.arlingtontransit.com/realtime/all/6000712""}"
61,,,38.8975444,-77.0705454,bicycle_parking,,,,,,,,,,,,"{""amenity"": ""bicycle_parking"", ""bicycle_parking"": ""stands"", ""check_date"": ""2023-01-28"", ""covered"": ""yes""}"
62,,,38.8972968,-77.0704708,parking,,,,,,,,,,,,"{""amenity"": ""parking""}"
63,,Loudoun County Commuter Bus,38.8967631,-77.0707507,,,,platform,,,,,,,,,"{""bus"": ""yes"", ""highway"": ""bus_stop"", ""name"": ""Loudoun County Commuter Bus"", ""public_transport"": ""platform""}"
64,,Wilson Florist,38.895545,-77.070566,,,,,,florist,,,,,,,"{""name"": ""Wilson Florist"", ""shop"": ""florist""}"
65,,Seven Cleaners,38.895416,-77.07056,,,,,,dry_cleaning,,,,North Lynn Street,1735,,"{""addr:housenumber"": ""1735"", ""addr:street"": ""North Lynn Street"", ""name"": ""Seven Cleaners"", ""shop"": ""dry_cleaning""}"
66,,Artisphere,38.8951919,-77.0697944,arts_centre,,,,,,,,,,,,"{""amenity"": ""arts_centre"", ""name"": ""Artisphere""}"
67,,Capital One,38.894856,-77.070264,bank,,,,,,,,,,,,"{""amenity"": ""bank"", ""brand"": ""Capital One"", ""brand:wikidata"": ""Q1034654"", ""name"": ""Capital One""}"
68,,,38.895211,-77.0700756,parking,,,,,,,,,,,,"{""amenity"": ""parking""}"
69,,,38.895065,-77.069781,post_box,,,,,,,,,,,,"{""amenity"": ""post_box"", ""fixme"": ""Is this still here? The USPS location tool doesn't show anything here."", ""operator"": ""United States Postal Service"", ""operator:short"": ""USPS"", ""operator:type"": ""public"", ""operator:website"": ""https://www.usps.com"", ""operator:wikidata"": ""Q668687"", ""operator:wikipedia"": ""en:United States Postal Service"", ""short_name"": ""USPS""}"
70,,,38.8879557,-77.0757438,recycling,,,,,,,,,,,,"{""amenity"": ""recycling"", ""location"": ""overground"", ""recycling_type"": ""container""}"
71,,Atlantic Parking,38.8977536,-77.0716697,parking,,,,,,,,,,,,"{""amenity"": ""parking"", ""name"": ""Atlantic Parking""}"
72,,Watergate Steps Access South,38.8887785,-77.0527623,,,,,,,,,,,,,"{""access"": ""permissive"", ""canoe"": ""permissive"", ""description"": ""Concrete stairs."", ""fee"": ""no"", ""name"": ""Watergate Steps Access South"", ""parking"": ""no"", ""steps"": ""yes"", ""surface"": ""concrete"", ""tidal"": ""yes"", ""waterway"": ""access_point"", ""wheelchair"": ""no""}"
73,,,38.8930517,-77.0715343,,artwork,,,,,,,,,,,"{""artwork_type"": ""sculpture"", ""tourism"": ""artwork""}"
74,,Post Chapel Gate,38.8803421,-77.0788256,,,,,,,,,,,,,"{""access"": ""private"", ""barrier"": ""gate"", ""military"": ""checkpoint"", ""name"": ""Post Chapel Gate""}"
75,,Memorial Chapel Gate,38.8733286,-77.076787,,,,,,,,,,,,,"{""access"": ""private"", ""barrier"": ""gate"", ""description"": ""Gate closed to the public"", ""name"": ""Memorial Chapel Gate""}"
76,,Selfridge Gate,38.8768127,-77.078477,,,,,,,,,,,,,"{""access"": ""private"", ""barrier"": ""gate"", ""military"": ""checkpoint"", ""name"": ""Selfridge Gate""}"
77,,,38.8941123,-77.0710588,parking,,,,,,,,,,,,"{""amenity"": ""parking"", ""fee"": ""15"", ""layer"": ""-1"", ""parking"": ""underground""}"
78,,,38.8955108,-77.0684453,parking,,,,,,,,,,,,"{""amenity"": ""parking"", ""fee"": ""12"", ""layer"": ""-1"", ""maxstay"": ""Daytime"", ""parking"": ""underground""}"
79,,,38.8970037,-77.0702561,parking,,,,,,,,,,,,"{""amenity"": ""parking"", ""layer"": ""-1"", ""parking"": ""underground""}"
80,,,38.8970977,-77.0689821,parking,,,,,,,,,,,,"{""amenity"": ""parking"", ""layer"": ""-1"", ""parking"": ""underground""}"
81,,Clarendon Blvd and Pierce St,38.893446,-77.0763278,bicycle_rental,,,,,,,,,,,,"{""amenity"": ""bicycle_rental"", ""bicycle_rental"": ""docking_station"", ""brand"": ""Capital Bikeshare"", ""brand:wikidata"": ""Q1034635"", ""capacity"": ""11"", ""dcgis:dataset"": ""CapitalBikeSharePt"", ""dcgis:gis_id"": ""14751625"", ""dcgis:pubdate"": ""2013-03-11"", ""fee"": ""yes"", ""name"": ""Clarendon Blvd and Pierce St"", ""network"": ""Capital Bikeshare"", ""network:wikidata"": ""Q1034635"", ""opening_hours"": ""24/7"", ""operator"": ""Lyft"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q17077936"", ""ref"": ""31016"", ""source"": ""dcgis"", ""website"": ""https://www.capitalbikeshare.com/""}"
82,,Rosslyn Metro / Wilson Blvd and Ft Myer Dr,38.8945997,-77.072305,bicycle_rental,,,,,,,,,,,,"{""amenity"": ""bicycle_rental"", ""bicycle_rental"": ""docking_station"", ""brand"": ""Capital Bikeshare"", ""brand:wikidata"": ""Q1034635"", ""capacity"": ""15"", ""dcgis:dataset"": ""CapitalBikeSharePt"", ""dcgis:gis_id"": ""14751624"", ""dcgis:pubdate"": ""2013-03-11"", ""fee"": ""yes"", ""name"": ""Rosslyn Metro / Wilson Blvd and Ft Myer Dr"", ""network"": ""Capital Bikeshare"", ""network:wikidata"": ""Q1034635"", ""opening_hours"": ""24/7"", ""operator"": ""Lyft"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q17077936"", ""ref"": ""31015"", ""source"": ""dcgis"", ""website"": ""https://www.capitalbikeshare.com/""}"
83,,Wilson and N Quinn St,38.8939765,-77.078639,bicycle_rental,,,,,,,,,,,,"{""amenity"": ""bicycle_rental"", ""bicycle_rental"": ""docking_station"", ""brand"": ""Capital Bikeshare"", ""brand:wikidata"": ""Q1034635"", ""capacity"": ""11"", ""dcgis:dataset"": ""CapitalBikeSharePt"", ""dcgis:gis_id"": ""14751657"", ""dcgis:pubdate"": ""2013-03-11"", ""fee"": ""yes"", ""name"": ""Wilson and N Quinn St"", ""network"": ""Capital Bikeshare"", ""network:wikidata"": ""Q1034635"", ""opening_hours"": ""24/7"", ""operator"": ""Lyft"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q17077936"", ""ref"": ""31027"", ""source"": ""dcgis"", ""website"": ""https://www.capitalbikeshare.com/""}"
84,,N Rhodes and 16th St N,38.892179,-77.0793703,bicycle_rental,,,,,,,,,,,,"{""amenity"": ""bicycle_rental"", ""bicycle_rental"": ""docking_station"", ""brand"": ""Capital Bikeshare"", ""brand:wikidata"": ""Q1034635"", ""capacity"": ""11"", ""dcgis:dataset"": ""CapitalBikeSharePt"", ""dcgis:gis_id"": ""14751627"", ""dcgis:pubdate"": ""2013-03-11"", ""fee"": ""yes"", ""name"": ""N Rhodes and 16th St N"", ""network"": ""Capital Bikeshare"", ""network:wikidata"": ""Q1034635"", ""opening_hours"": ""24/7"", ""operator"": ""Lyft"", ""operator:type"": ""private"", ""operator:wikidata"": ""Q17077936"", ""ref"": ""31018"", ""source"": ""dcgis"", ""website"": ""https://www.capitalbikeshare.com/""}"
85,,,38.8927273,-77.0619724,toilets,,,,,,,,,,,,"{""amenity"": ""toilets"", ""fee"": ""no""}"
86,,Esri R&D Center DC,38.8972455,-77.0689527,,,,,,,,it,,19th Street North,1001,Arlington,"{""addr:city"": ""Arlington"", ""addr:housename"": ""Suite 910"", ""addr:housenumber"": ""1001"", ""addr:postcode"": ""22903"", ""addr:street"": ""19th Street North"", ""name"": ""Esri R&D Center DC"", ""office"": ""it"", ""website"": ""https://dc.esri.com/""}"
87,,,38.898841,-77.071793,toilets,,,,,,,,,,,,"{""access"": ""yes"", ""amenity"": ""toilets"", ""opening_hours"": ""sunrise-sunset"", ""wheelchair"": ""yes""}"
88,,,38.8988099,-77.0718063,drinking_water,,,,,,,,,,,,"{""amenity"": ""drinking_water"", ""bottle"": ""no"", ""drinking_water:seasonal"": ""yes"", ""layer"": ""0""}"
89,,City House,38.8950719,-77.0726007,restaurant,,,,,,,,,Wilson Boulevard,1325,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1325"", ""addr:postcode"": ""22209-2301"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""restaurant"", ""check_date"": ""2023-02-15"", ""name"": ""City House"", ""phone"": ""+1 703-276-8999"", ""website"": ""http://www.cityhouse.com/""}"
90,,Guajillo,38.894161,-77.079019,restaurant,,,,,,,,,Wilson Boulevard,1727,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1727"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""restaurant"", ""cuisine"": ""mexican"", ""name"": ""Guajillo"", ""opening_hours"": ""Mo-Tu 16:00-20:30; We 16:00-21:30; Th 12:00-21:00; Fr-Su 12:00-22:00"", ""phone"": ""+1-703-807-0840"", ""website"": ""https://www.guajillomexican.com/""}"
91,,IceBerry,38.8942697,-77.0786854,cafe,,,,,,,,,Wilson Boulevard,1715,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1715"", ""addr:postcode"": ""22209"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""cafe"", ""cuisine"": ""ice_cream"", ""name"": ""IceBerry"", ""opening_hours"": ""Mo-Fr 11:30-21:45; Sa-Su 11:00-21:45""}"
92,,Kanpai,38.8953128,-77.0736358,restaurant,,,,,,,,,,,,"{""amenity"": ""restaurant"", ""cuisine"": ""japanese"", ""level"": ""2"", ""name"": ""Kanpai"", ""opening_hours"": ""Mo-Sa 11:30-22:00""}"
93,,Subway,38.895772,-77.0736787,fast_food,,,,,,,,,,,,"{""amenity"": ""fast_food"", ""brand"": ""Subway"", ""brand:wikidata"": ""Q244457"", ""cuisine"": ""sandwich"", ""fixme:atp"": ""no ATP match, check if still exists"", ""level"": ""2"", ""name"": ""Subway"", ""opening_hours"": ""Mo-Fr 07:00-21:00; Sa 09:30-15:00"", ""takeaway"": ""yes""}"
94,,Continental Modern Pool Lounge,38.897949,-77.0716336,bar,,,,,,,,,North Fort Myer Drive,1911,Rosslyn,"{""addr:city"": ""Rosslyn"", ""addr:housenumber"": ""1911"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""North Fort Myer Drive"", ""amenity"": ""bar"", ""name"": ""Continental Modern Pool Lounge"", ""opening_hours"": ""Mo-Fr 11:30-02:00; Sa-Su 18:00-02:00"", ""phone"": ""+1-703-465-7675"", ""website"": ""https://continentalpoollounge.com/""}"
95,,Guerra Steakhouse,38.8941873,-77.0789569,restaurant,,,,,,,,,Wilson Boulevard,1725,,"{""addr:housenumber"": ""1725"", ""addr:postcode"": ""22209"", ""addr:state"": ""VA"", ""addr:street"": ""Wilson Boulevard"", ""amenity"": ""restaurant"", ""cuisine"": ""steak_house"", ""name"": ""Guerra Steakhouse"", ""opening_hours"": ""Mo-Fr 17:00-21:00; Sa-Su 11:30-14:00, 17:00-21:00"", ""phone"": ""+1 571-431-6726"", ""website"": ""https://www.guerrasteakhouse.com/""}"
96,,Yoga Alliance,38.8933991,-77.0777728,,,,,,,,educational_institution,,Clarendon Boulevard,1701,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1701"", ""addr:postcode"": ""22201"", ""addr:street"": ""Clarendon Boulevard"", ""name"": ""Yoga Alliance"", ""office"": ""educational_institution"", ""website"": ""https://www.yogaalliance.org/""}"
97,,Cal UMS,38.8934226,-77.0776012,,,,,,,,educational_institution,,Clarendon Boulevard,1701,Arlington,"{""addr:city"": ""Arlington"", ""addr:housenumber"": ""1701"", ""addr:postcode"": ""22201"", ""addr:street"": ""Clarendon Boulevard"", ""name"": ""Cal UMS"", ""office"": ""educational_institution"", ""website"": ""https://www.calums.edu/web2/va/v11_about_calums.htm""}"
